"REF_DATE","GEO","DGUID","Age group","Sex","Primary types of cancer (ICD-O-3)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","43.3","","","","1"
"2013","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","42.4","","","","1"
"2014","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","69.5","","","","1"
"2015","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","68.5","","","","1"
"2016","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","40.6","","","","1"
"2017","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","53.3","","","","1"
"2018","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","52.4","","","","1"
"2019","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","51.8","","","","1"
"2020","Nunavut","2016A000262","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43959860","14.1.1.22.2","38.3","","","","1"


